N,P,K,temperature,humidity,ph,rainfall,label
14.7,80.3,23.1,21.8,57.0,7.0,42.7,lentil
16.7,9.6,14.6,25.5,94.0,6.86,110.8,orange
36.9,40.5,73.7,16.2,22.4,7.26,97.8,chickpea
23.2,15.1,6.1,18.0,93.4,6.38,110.4,orange
77.9,22.8,42.3,25.2,83.1,5.56,36.6,watermelon
65.2,30.5,45.8,25.5,74.4,5.96,143.4,rice
18.3,114.2,204.0,19.9,76.1,6.2,72.7,grapes
19.0,11.9,6.6,22.5,89.6,5.95,112.2,orange
9.7,33.2,41.9,32.9,53.0,5.75,59.5,mango
21.9,66.5,20.1,23.5,53.6,6.52,58.6,lentil
106.7,51.6,15.2,26.6,67.0,7.91,80.9,cotton
85.0,17.1,63.2,26.9,88.5,6.22,62.6,watermelon
85.7,48.4,35.4,27.1,89.5,6.01,259.1,rice
68.2,67.1,40.2,27.6,82.8,6.67,111.3,banana
107.1,50.4,24.1,30.6,64.9,6.39,80.9,cotton
79.9,59.0,34.7,24.7,84.6,5.83,191.1,jute
9.2,12.4,9.9,20.9,94.6,7.01,113.7,orange
81.8,58.5,30.2,26.7,85.2,6.62,190.9,rice
87.8,26.5,19.3,20.6,55.5,6.92,86.6,maize
112.1,53.5,12.9,24.7,66.5,7.58,106.8,cotton
41.5,40.9,81.9,20.5,14.0,6.64,57.7,chickpea
96.8,36.8,33.4,21.6,82.7,6.66,217.9,rice
102.8,33.5,15.7,21.6,67.8,5.93,74.1,maize
108.5,26.6,30.6,26.9,55.4,6.5,145.6,coffee
11.9,145.0,205.0,22.4,81.8,5.86,58.9,grapes
108.2,7.6,48.1,27.8,86.8,6.77,58.1,watermelon
80.2,16.7,39.9,25.5,86.1,7.01,38.5,watermelon
81.4,14.9,56.2,22.4,95.1,6.92,39.7,watermelon
11.1,65.3,24.1,13.7,67.8,7.73,34.9,lentil
107.9,91.8,38.5,25.6,69.7,5.39,120.4,banana
88.1,19.6,44.1,24.0,78.4,6.46,71.2,watermelon
98.5,10.3,52.4,28.1,85.9,6.56,27.6,watermelon
89.5,18.9,32.7,24.2,45.9,6.43,175.6,coffee
14.1,145.0,205.0,23.1,79.3,6.42,44.1,grapes
133.4,47.2,20.8,27.2,58.2,6.48,72.3,cotton
78.3,50.6,34.0,22.7,79.4,6.77,207.1,rice
88.6,51.8,50.6,23.6,83.1,6.36,134.7,jute
105.2,23.3,20.8,28.7,64.6,7.25,41.1,cotton
79.2,15.9,49.5,26.0,83.7,7.42,48.7,watermelon
14.2,28.6,34.2,31.1,52.7,5.88,89.0,mango
21.6,68.3,26.7,14.9,67.2,7.37,49.3,lentil
12.9,145.0,205.0,23.0,80.8,6.75,76.2,grapes
19.9,13.7,18.7,21.9,92.3,6.81,96.5,orange
92.2,79.6,45.7,32.4,64.7,5.64,85.6,banana
20.0,73.6,20.8,22.8,72.4,6.93,35.0,lentil
87.9,19.1,46.7,24.8,79.1,6.72,63.5,watermelon
6.7,23.7,13.1,21.5,97.5,7.49,113.8,orange
115.6,56.6,17.2,23.6,60.6,7.11,70.0,cotton
134.6,50.5,15.8,28.2,62.5,7.2,85.7,cotton
20.1,40.2,31.1,31.7,41.2,5.92,58.2,mango
94.5,41.9,16.3,21.0,57.1,5.09,112.1,maize
127.4,49.8,10.3,25.6,77.9,7.31,91.4,cotton
28.8,100.3,170.2,24.6,83.9,6.76,56.8,grapes
26.6,114.4,205.0,25.0,86.8,5.75,93.4,grapes
113.0,44.3,19.8,24.9,70.6,6.41,82.2,cotton
31.5,13.5,37.8,31.6,43.3,5.34,114.8,mango
79.5,20.4,50.1,26.8,84.6,6.8,24.9,watermelon
108.4,35.5,26.9,27.2,75.1,5.59,222.8,coffee
26.3,28.6,35.9,33.9,56.6,5.85,126.2,mango
22.7,119.8,205.0,23.8,89.1,5.87,52.3,grapes
7.6,117.3,200.2,26.9,88.8,5.84,69.2,grapes
30.9,61.2,31.6,20.2,74.1,6.32,35.4,lentil
15.8,140.1,152.9,20.3,90.3,5.5,50.4,grapes
86.5,56.9,37.7,23.7,81.6,6.25,161.2,jute
20.7,112.8,205.0,24.1,75.3,6.02,84.6,grapes
78.6,7.9,43.7,29.3,86.1,6.28,43.1,watermelon
25.7,21.8,27.7,31.3,32.7,5.73,85.8,mango
20.6,71.2,17.8,17.3,61.4,6.99,45.4,lentil
0.2,60.6,25.5,20.5,67.2,7.24,51.2,lentil
97.7,19.6,20.3,24.9,89.0,6.87,27.7,watermelon
104.8,72.6,54.8,26.2,76.2,5.53,83.9,banana
99.6,46.6,12.4,26.9,67.0,7.3,50.1,cotton
14.5,145.0,205.0,26.2,79.1,6.57,96.7,grapes
19.2,22.3,9.0,19.5,93.3,6.57,113.4,orange
96.7,9.7,46.4,26.3,86.4,5.71,33.6,watermelon
88.8,72.0,63.6,32.2,89.3,6.06,129.9,banana
108.2,104.5,36.5,25.3,81.3,5.6,110.4,banana
48.0,68.5,87.1,20.0,14.0,7.35,87.4,chickpea
100.1,9.3,39.0,26.6,93.4,6.61,51.4,watermelon
18.0,66.4,14.2,23.6,49.0,6.87,48.6,lentil
102.5,4.9,67.3,26.8,88.5,6.52,44.9,watermelon
17.7,3.1,9.9,23.0,90.5,7.82,143.7,orange
62.4,38.1,45.4,24.2,85.2,6.37,217.0,rice
124.6,91.1,45.7,25.4,81.6,5.05,72.0,banana
31.5,53.1,66.4,22.6,20.1,7.51,38.3,chickpea
82.3,15.6,49.1,25.6,62.8,5.35,181.4,coffee
20.7,139.0,202.4,25.4,72.5,6.45,89.9,grapes
18.8,5.3,8.5,23.2,89.5,7.05,92.4,orange
72.6,70.7,34.9,29.9,76.3,5.97,137.3,banana
63.7,41.2,21.6,24.0,73.9,5.55,74.9,maize
91.5,38.4,27.1,30.1,50.0,6.18,79.7,maize
130.0,24.9,34.6,24.3,58.3,6.82,185.2,coffee
115.9,32.0,14.7,24.1,54.0,6.31,45.4,maize
21.7,53.6,28.2,20.2,59.6,7.1,57.6,lentil
86.1,81.6,52.0,23.8,79.1,5.35,100.1,banana
12.5,132.6,205.0,24.2,76.9,6.53,69.5,grapes
100.4,23.5,31.1,26.8,55.6,7.11,202.9,coffee
13.4,145.0,184.5,19.4,89.4,6.25,83.4,grapes
23.5,21.0,12.5,25.7,93.1,7.02,121.4,orange
66.7,40.2,44.2,26.4,80.4,6.19,169.0,jute
105.0,39.4,28.3,22.7,62.2,6.67,153.4,coffee
101.5,16.5,64.7,20.9,83.7,6.37,25.9,watermelon
35.4,76.5,82.2,19.1,14.0,7.87,102.0,chickpea
108.4,53.3,0.9,21.4,70.1,6.62,85.3,cotton
16.3,8.7,14.6,23.4,87.6,6.02,112.2,orange
69.3,38.2,31.4,22.0,76.4,5.84,43.1,maize
76.1,63.6,42.0,24.9,72.8,6.54,130.1,jute
71.3,45.1,32.2,27.4,86.5,6.48,217.5,jute
29.7,57.7,16.9,19.8,77.2,7.35,41.3,lentil
96.4,7.2,31.3,25.9,81.7,7.21,45.2,watermelon
74.0,35.7,15.4,30.1,58.7,6.34,88.5,maize
43.2,55.5,72.6,15.1,22.0,7.04,64.6,chickpea
91.4,15.6,54.3,22.6,88.5,6.19,42.8,watermelon
41.2,41.2,24.5,25.4,54.6,5.97,76.1,maize
9.4,140.5,205.0,19.3,82.2,6.78,79.9,grapes
106.6,90.6,59.7,24.9,73.3,6.32,78.5,banana
14.1,145.0,194.6,23.3,75.5,6.21,79.2,grapes
70.3,44.7,33.5,27.3,87.8,7.0,174.3,jute
89.5,75.0,34.7,28.6,76.4,5.8,113.6,banana
23.2,28.5,32.4,29.5,60.7,6.11,96.3,mango
89.8,42.5,38.9,23.2,78.9,6.26,225.1,rice
69.3,51.6,41.1,24.4,78.4,6.93,205.4,jute
103.8,89.3,61.9,26.2,72.4,4.7,107.0,banana
46.1,59.1,92.8,20.5,22.1,6.88,72.7,chickpea
72.8,33.1,22.4,24.0,64.1,7.08,102.0,maize
16.0,72.2,28.2,23.4,53.1,6.97,35.0,lentil
137.9,47.2,22.3,27.8,70.1,6.44,99.9,cotton
20.8,72.5,18.7,23.3,69.5,6.58,46.3,lentil
132.3,47.0,17.6,28.7,69.7,6.98,79.9,cotton
109.6,69.5,27.5,26.6,74.4,5.97,154.2,banana
104.3,23.5,19.3,22.6,56.0,6.37,167.5,coffee
77.0,29.3,22.8,28.6,62.4,6.66,98.6,maize
99.6,74.1,57.8,27.3,74.5,5.71,134.7,banana
16.5,34.2,27.3,35.9,35.1,5.91,124.7,mango
35.9,51.4,81.5,25.2,17.8,7.14,79.1,chickpea
69.4,35.5,23.1,21.7,52.6,6.7,179.5,coffee
24.1,56.3,19.9,18.5,63.8,7.13,52.7,lentil
98.7,31.4,28.8,26.6,68.6,7.4,167.6,coffee
11.2,15.6,5.5,26.1,88.3,6.6,98.6,orange
93.0,53.7,19.6,23.6,60.5,6.29,105.5,maize
89.4,60.3,60.8,25.3,88.6,7.32,237.4,rice
9.2,145.0,197.1,23.3,82.4,6.25,72.7,grapes
105.4,29.2,24.0,24.4,71.7,7.33,88.3,cotton
22.7,145.0,205.0,27.9,78.7,5.73,75.6,grapes
115.7,75.3,29.5,27.3,69.1,6.11,102.5,banana
80.5,57.3,49.9,26.0,83.1,5.77,124.3,banana
16.0,145.0,197.3,20.8,87.5,6.18,54.4,grapes
16.0,11.0,13.1,22.7,90.3,6.56,115.1,orange
25.0,68.9,14.0,18.6,71.1,6.62,26.8,lentil
89.9,66.4,55.0,22.5,81.8,6.21,195.9,rice
129.7,42.8,24.7,23.6,82.6,7.27,45.9,cotton
12.5,135.4,202.7,28.8,78.8,5.56,52.3,grapes
28.7,10.1,42.8,29.7,49.0,6.25,111.5,mango
81.5,59.0,29.9,23.3,79.6,7.22,169.5,jute
21.3,31.6,28.2,34.7,51.1,6.46,101.5,mango
72.1,45.2,44.6,25.5,81.1,6.17,199.8,jute
102.6,54.1,8.7,22.8,66.7,6.89,84.5,maize
70.8,46.2,44.0,27.4,78.1,6.72,201.1,jute
123.7,49.9,18.7,28.3,67.0,6.73,61.2,cotton
27.3,15.8,32.4,28.9,44.3,6.19,107.3,mango
15.2,57.3,21.5,23.8,55.9,7.07,65.8,lentil
68.1,50.8,25.3,24.1,84.3,6.55,200.0,jute
122.5,36.2,11.6,21.6,55.5,6.6,58.0,cotton
21.4,132.5,205.0,26.8,68.3,5.68,59.5,grapes
28.4,21.5,23.2,33.4,34.6,5.16,87.3,mango
15.4,19.9,10.2,19.2,91.2,7.07,88.6,orange
35.8,55.4,62.1,12.4,14.0,7.22,69.6,chickpea
61.8,39.2,31.4,20.8,82.1,6.01,197.4,rice
19.5,14.9,6.7,30.7,86.0,7.18,93.9,orange
84.4,24.9,27.9,27.2,67.2,7.11,175.6,coffee
77.5,44.4,33.0,23.2,81.7,6.78,141.9,jute
90.6,99.7,44.4,26.6,85.7,5.79,121.1,banana
39.8,52.7,70.8,16.8,15.7,6.9,66.1,chickpea
96.3,44.4,13.5,23.7,68.5,5.8,94.4,cotton
19.5,68.2,23.4,19.0,63.6,6.54,64.0,lentil
77.3,26.3,57.6,26.2,89.0,6.17,229.3,rice
41.6,56.0,94.4,15.5,27.1,7.12,70.3,chickpea
100.5,77.5,56.6,27.4,79.4,6.02,107.5,banana
17.7,66.6,27.1,22.5,62.2,6.54,52.9,lentil
87.5,36.9,33.6,24.5,46.8,5.51,131.1,coffee
21.8,19.2,30.5,29.6,59.6,5.54,103.1,mango
19.4,131.9,205.0,26.4,72.9,6.09,77.3,grapes
123.3,45.1,24.8,30.6,62.1,7.69,65.0,cotton
86.2,16.9,55.1,27.5,92.8,6.74,43.4,watermelon
61.4,44.9,46.4,25.5,79.2,6.53,265.9,rice
83.6,57.9,27.9,21.7,77.4,7.41,146.2,jute
12.0,134.1,205.0,20.7,80.9,5.91,78.1,grapes
87.1,37.8,12.6,25.3,59.6,6.44,120.8,maize
19.9,31.1,41.4,33.9,43.3,6.23,82.8,mango
33.3,77.5,71.2,17.8,19.7,7.33,78.8,chickpea
98.9,35.8,24.7,23.4,83.2,5.94,144.6,jute
97.0,19.2,47.9,29.8,93.7,6.9,47.8,watermelon
79.4,75.8,45.0,29.9,74.7,7.05,125.5,banana
99.1,109.4,62.6,30.1,81.6,5.89,100.7,banana
14.1,26.7,21.0,35.0,65.6,5.53,90.4,mango
99.3,39.9,30.4,27.8,55.0,7.12,154.4,coffee
